user,Seller Balance,Sell Token,Buyer Balance,Buy Token,Auction Index,Sell Token Name,Sell Token Name,Sell Token Address,Buy Token Address,Sell Token Decimals,Sell Token Decimals,Seller Balance Atoms,Buyer Balance Atoms
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,MKR,2.495210988745704555,WETH,640,,Wrapped Ether,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,2495210988745704555
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,MKR,3.135580681273294509,WETH,643,,Wrapped Ether,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,3135580681273294509
0x00000000Af5A61acAf76190794E3fdf1289288A1,0,MKR,5.414074845978519468,WETH,655,,Wrapped Ether,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,5414074845978519468
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,36.360227967687071348,WETH,3,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,36360227967687071348
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,103.962053050881724161,WETH,12,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,103962053050881724161
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,125.713044473490548322,WETH,25,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,125713044473490548322
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,10.857075002278783405,WETH,33,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,10857075002278783405
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,3.109237924118148807,WETH,100,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,3109237924118148807
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,0.757907315097827899,WETH,112,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,757907315097827899
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,0.92682858284848018,WETH,130,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,926828582848480180
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,2.904453490764264061,WETH,156,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,2904453490764264061
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,14.4930299324086091,WETH,186,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,14493029932408609100
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,0.321572164062259999,WETH,220,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,321572164062259999
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,1.72697175,WETH,253,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,1726971750000000000
0xD6000fda0b38f4Bff4CfAb188E0bd18e8725a5e7,0,SAI,2.573093070175533507,WETH,266,,Wrapped Ether,0x89d24A6b4CcB1B6fAA2625fE562bDD9a23260359,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,18,0,2573093070175533507
